,OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,State,ZipCode,Neighborhood,Latitude,Longitude,ListOfAllPropertyUseTypes,LargestPropertyUseType,SecondLargestPropertyUseType,ThirdLargestPropertyUseType,YearsENERGYSTARCertified,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUI(kBtu/sf),SourceEUI(kBtu/sf),SiteEnergyUse(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity
1108,23342,2016,NonResidential,Warehouse,Daily Racing Form,12547 26th AVE NE,WA,98165.0,NORTH,47.72051,-122.30103000000001,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,,1977.0,1.0,1.0,21936.0,0.0,21936.0,21936.0,,,99.5,5.8999999045,12.900000095,129351.5,0.0,70404.5,58948.0,3.62,0.155
1109,23343,2016,NonResidential,Other,LAKE CITY,12550 26TH AVE NE,WA,98125.0,NORTH,47.72083,-122.29978999999999,Other,Other,,,,1969.0,1.0,1.0,30160.0,0.0,30160.0,30139.0,,,,37.05000038,58.650000765,1116780.75,0.0,284601.0,832186.0,46.18,1.51
1110,23368,2016,NonResidential,Mixed Use Property,Seaboard Building,1500-1506 4th Ave.,WA,98011.0,DOWNTOWN,47.61056,-122.33661000000001,"Bank Branch, Multifamily Housing, Office, Other, Retail Store",Office,Multifamily Housing,Bank Branch,,1909.0,1.0,11.0,111137.0,0.0,111137.0,42939.0,40878.0,10887.0,,94.600000765,200.80000155,9368995.5,0.0,4809629.5,4559469.5,275.685,2.385
1111,23396,2016,NonResidential,Other,DWW-SOC 4500 W. Marginal Way SW,4500 W MARGINAL WAY SW,WA,98106.0,Delridge,47.563190000000006,-122.35067,"Office, Other - Utility, Parking",Other - Utility,Office,Parking,,1997.0,1.0,1.0,40189.0,0.0,40189.0,28347.0,9113.0,0.0,,47.44999962,101.89999847499999,1778103.0,0.0,932950.5,845172.0,51.39,1.23
1112,23397,2016,NonResidential,Other,Fraser Marine Building,3601 West Marginal Way SW,WA,98106.0,DELRIDGE,47.57058,-122.35626,Other,Other,,,,1966.0,1.0,2.0,28109.0,0.0,28109.0,28109.0,,,,105.15,309.8499939,2955587.375,0.0,2682417.5,273212.0,33.21,1.03
1113,23400,2016,NonResidential,Small- and Mid-Sized Office,Frye Commerce Center,2414 SW Andover St,WA,98103.0,DELRIDGE,47.56877,-122.36368999999999,"Non-Refrigerated Warehouse, Office, Retail Store",Office,Non-Refrigerated Warehouse,Retail Store,,1988.0,1.0,2.0,66484.0,0.0,66484.0,49334.0,18000.0,9000.0,69.0,39.950000765,125.45000155,3050164.0,0.0,3050227.5,0.0,21.265,0.22
1114,23404,2016,NonResidential,Small- and Mid-Sized Office,Swedish Cherry Building,1120 Cherry,WA,98122.0,EAST,47.607890000000005,-122.32248999999999,Office,Office,,,,1959.0,1.0,3.0,25151.0,0.0,25151.0,24155.0,,,81.0,60.05000038,125.30000155,1450010.875,787693.34375,662332.0,0.0,65.41499999999999,2.54
1115,23408,2016,NonResidential,Hotel,Hotel - The Baroness Hotel,1005 Spring Street,WA,98104.0,EAST,47.60958,-122.32646000000001,Hotel,Hotel,,,,1928.0,1.0,6.0,35770.0,0.0,35770.0,35770.0,,,57.5,73.250001525,111.25000075,2621462.625,0.0,586964.5,2034510.0,112.14500000000001,3.1
1116,23410,2016,NonResidential,Hotel,Hotel - Inn at Virginia Mason,1006 Spring St,WA,98101.0,EAST,47.609809999999996,-122.32687,Hotel,Hotel,,,,1928.0,1.0,9.0,48006.0,0.0,48006.0,48006.0,,,90.0,58.35,121.65000305000001,2801729.5,0.0,1387433.0,1414322.0,84.785,1.71
1117,23416,2016,NonResidential,Mixed Use Property,Asian Plaza 1,1032 S. Jackson,WA,98104.0,DOWNTOWN,47.59949,-122.31851,"Office, Restaurant, Supermarket/Grocery Store",Supermarket/Grocery Store,Office,Restaurant,,1960.0,1.0,2.0,29631.0,0.0,29631.0,16000.0,13000.0,5000.0,,139.85000155,316.75000305000003,4755797.0,0.0,2763526.0,1992328.0,125.08000000000001,4.02
1118,23418,2016,NonResidential,Small- and Mid-Sized Office,Eng Suey Sun Plaza,"815 S Weller St,",WA,98104.0,DOWNTOWN,47.59727,-122.32196,"Office, Other, Retail Store",Office,Other,Retail Store,,1989.0,1.0,2.0,23472.0,0.0,23472.0,20695.0,1065.0,945.0,,59.099999235,141.79999845,1342147.3125,0.0,866244.5,475921.0,31.315,1.255
1119,23419,2016,Nonresidential COS,Small- and Mid-Sized Office,CSC Engineering (A),714 S. Charles St,WA,98134.0,GREATER DUWAMISH,47.5956,-122.32292,Office,Office,,,,1973.0,1.0,2.0,21315.0,0.0,21315.0,20424.0,,,34.0,136.69999695,227.34999845,2792642.5,0.0,818739.5,1973920.0,110.545,5.105
1120,23459,2016,NonResidential,Small- and Mid-Sized Office,18 West Mercer,18 West Mercer St,WA,98119.0,MAGNOLIA / QUEEN ANNE,47.62481,-122.35762,"Office, Parking",Office,Parking,,,1984.0,1.0,4.0,57110.0,15812.0,41298.0,36961.0,28296.0,,70.0,58.100000765,170.85,2146876.5,0.0,1942431.0,204485.0,24.4,0.36
1121,23503,2016,NonResidential,Restaurant,Salty's Waterfront Seafood Grill,1936 Harbor Ave SW,WA,98126.0,SOUTHWEST,47.58654,-122.37643999999999,"Office, Restaurant",Restaurant,Office,,,1902.0,1.0,2.0,20398.0,0.0,20398.0,19232.0,1166.0,,,451.00000305000003,824.7999938999999,9199310.5,0.0,3428377.5,5771003.5,330.4,15.84
1122,23504,2016,NonResidential,Distribution Center,3223,3223 6th Avenue South,WA,98134.0,GREATER DUWAMISH,47.5746,-122.32637,Distribution Center,Distribution Center,,,,1952.0,1.0,1.0,41308.0,0.0,41308.0,41308.0,,,13.5,39.09999962,94.049999235,1615351.25,0.0,1047563.5,567809.0,37.46,0.8500000000000001
1123,23562,2016,NonResidential,Mixed Use Property,The Travelers Hotel,80 Yesler Way,WA,98104.0,DOWNTOWN,47.60195,-122.33516000000002,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Retail Store",Multifamily Housing,Office,Retail Store,,1913.0,1.0,3.0,43878.0,0.0,43878.0,12000.0,8262.0,6312.0,,22.94999981,72.1,754716.65625,0.0,754731.5,0.0,5.265000000000001,0.08
1124,23566,2016,NonResidential,Other,ON THE BOARDS,100 West Roy St,WA,98119.0,MAGNOLIA / QUEEN ANNE,47.62591,-122.35843,Performing Arts,Performing Arts,,,,1912.0,1.0,3.0,34976.0,0.0,34976.0,34976.0,,,,23.95,65.2,837487.5625,0.0,670439.5,167062.0,13.545,0.345
1125,23618,2016,NonResidential,Warehouse,"Ocean Beauty Alaska Bldg, LLC",1120 W Ewing St,WA,98119.0,MAGNOLIA / QUEEN ANNE,47.65674,-122.37223,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,,1957.0,1.0,1.0,38255.0,0.0,38255.0,38255.0,,,12.5,24.999999619999997,48.55,955249.40625,0.0,409150.5,546107.5,31.86,0.81
1126,23622,2016,Campus,Other,FT C15 Fishermen's Center,1900 West Nickerson Street,WA,98119.0,MAGNOLIA / QUEEN ANNE,47.655609999999996,-122.38063000000001,Other,Other,,,,1955.0,12.0,1.0,260241.0,0.0,260241.0,260241.0,,,,128.14999845,345.3500061,33344115.0,0.0,26250501.0,7094143.5,559.77,1.94
1127,23653,2016,NonResidential,Small- and Mid-Sized Office,Ship Canal,146 North Canal Street,WA,98103.0,LAKE UNION,47.65103,-122.35541,"Office, Parking",Office,Parking,,,1989.0,1.0,3.0,48924.0,0.0,48924.0,31325.0,13143.0,,74.0,68.750000765,158.75000305,2152874.125,0.0,1298355.0,854545.5,54.435,1.055
1128,23671,2016,NonResidential,Small- and Mid-Sized Office,Areis Building,2366 Eastlake Avenue East,WA,98102.0,LAKE UNION,47.64168,-122.32562,Office,Office,,,,1959.0,1.0,4.0,50333.0,18036.0,32297.0,50333.0,,,89.5,30.59999962,96.050000765,1539702.6875,0.0,1539733.0,0.0,10.735,0.15
1129,23672,2016,NonResidential,Small- and Mid-Sized Office,2324 Eastlake,2324 Eastlake Ave E,WA,98102.0,LAKE UNION,47.6404,-122.32553,"Office, Parking",Office,Parking,,,1986.0,1.0,4.0,57432.0,21906.0,35526.0,34160.0,19650.0,,,73.450001525,230.69999845,2509583.625,0.0,2509635.5,0.0,17.495,0.215
1130,23673,2016,NonResidential,Small- and Mid-Sized Office,2300 Eastlake,2300 Eastlake Ave E,WA,98102.0,LAKE UNION,47.63995,-122.32557,"Office, Parking",Office,Parking,,,1969.0,1.0,3.0,25912.0,7956.0,17956.0,17332.0,9162.0,,,37.0,116.20000155,641317.15625,0.0,641330.0,0.0,4.470000000000001,0.12
1131,23674,2016,NonResidential,Small- and Mid-Sized Office,2345 Eastlake,2345 Eastlake Ave E,WA,98102.0,LAKE UNION,47.64113,-122.32625,"Office, Parking",Office,Parking,,,2000.0,1.0,3.0,57132.0,21908.0,35224.0,33705.0,21908.0,,67.0,63.50000038,199.44999695,2140794.875,0.0,2140842.0,0.0,14.925,0.175
1132,23689,2016,NonResidential,Worship Facility,The Salvation Army,9050 16th Ave. SW,WA,98106.0,DELRIDGE,47.52172,-122.35486999999999,"Parking, Worship Facility",Worship Facility,Parking,,,1957.0,1.0,2.0,24224.0,0.0,24224.0,24224.0,0.0,,46.5,42.0,94.049999235,1016385.65625,0.0,579409.5,436988.5,27.245,1.07
1133,23691,2016,NonResidential,Worship Facility,Westood Christian Community,9252 16TH AVE SW,WA,98106.0,DELRIDGE,47.519890000000004,-122.35489,Worship Facility,Worship Facility,,,,1963.0,1.0,1.0,23706.0,0.0,23706.0,23706.0,,,77.5,16.84999981,33.74999962,399563.95314999996,0.0,182220.5,217347.5,12.809999999999999,0.52
1134,23701,2016,NonResidential,Warehouse,Rung Building,1136 S. Albro Place,WA,98108.0,GREATER DUWAMISH,47.5465,-122.31703999999999,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,Office,,,1963.0,1.0,1.0,31900.0,0.0,31900.0,28000.0,4000.0,,,47.750000764999996,149.90000155,1527356.625,0.0,1527379.0,0.0,10.649999999999999,0.26
1135,23711,2016,NonResidential,Other,Fauntleroy School House,9131 California Ave SW,WA,98136.0,SOUTHWEST,47.5219,-122.38786999999999,Social/Meeting Hall,Social/Meeting Hall,,,,1917.0,1.0,1.0,49066.0,0.0,49066.0,49000.0,,,,78.10000152500001,105.64999925000001,3827232.5,0.0,554819.0,3272425.5,177.66500000000002,3.5999999999999996
1136,23712,2016,NonResidential,Worship Facility,Fauntleroy Church UCC,9140 California Ave SW,WA,98136.0,SOUTHWEST,47.52097,-122.38688,"Other - Recreation, Worship Facility",Worship Facility,Other - Recreation,,,1952.0,1.0,3.0,30740.0,0.0,30740.0,28293.0,11630.0,,,40.80000038,74.700000765,1629981.625,0.0,608332.0,1021662.5,58.5,1.8599999999999999
1137,23716,2016,NonResidential,Supermarket / Grocery Store,Saars Marketplace Foods,9000 Rainier Ave So,WA,98118.0,SOUTHEAST,47.52262,-122.26921999999999,Supermarket/Grocery Store,Supermarket/Grocery Store,,,,1959.0,1.0,1.0,67450.0,0.0,67450.0,42760.0,,,49.0,160.15,387.75000305,6847131.25,0.0,4493250.5,2354025.0,156.35,2.1
1139,23730,2016,NonResidential,Warehouse,RSVP West Bldg,4021 13th Avenue W.,WA,98119.0,MAGNOLIA / QUEEN ANNE,47.656490000000005,-122.37507,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,,1948.0,1.0,1.0,46970.0,0.0,46970.0,46970.0,,,,9.499999619999999,29.9,447168.75,0.0,447169.0,0.0,3.12,0.065
1140,23736,2016,NonResidential,Warehouse,Builders Hardware & Supply,1516 15th AVE W,WA,98119.0,MAGNOLIA / QUEEN ANNE,47.6331,-122.37581999999999,"Non-Refrigerated Warehouse, Office, Other, Parking, Retail Store",Non-Refrigerated Warehouse,Office,Retail Store,,1931.0,1.0,1.0,47554.0,0.0,47554.0,18133.0,8679.0,2388.0,,33.19999962,92.049998475,1032319.344,0.0,851149.5,181188.0,15.559999999999999,0.29000000000000004
1141,23742,2016,NonResidential,Small- and Mid-Sized Office,1419 Elliott Ave,1419 Elliott Ave West,WA,98119.0,MAGNOLIA / QUEEN ANNE,47.63063,-122.37428,Office,Office,,,,1979.0,1.0,2.0,43016.0,5400.0,37616.0,43016.0,,,100.0,27.55000038,34.350000765,1185807.75,0.0,111008.0,1074802.5,57.86,1.3399999999999999
1142,23743,2016,NonResidential,Mixed Use Property,Elliott Commons,1405 Elliott Ave W,WA,98119.0,MAGNOLIA / QUEEN ANNE,47.630340000000004,-122.37411999999999,"Medical Office, Non-Refrigerated Warehouse, Office, Other",Other,Non-Refrigerated Warehouse,Office,,1931.0,1.0,1.0,24196.0,0.0,24196.0,8711.0,6792.0,5306.0,,43.099999235,106.65,1043036.0,0.0,710454.0,332596.5,22.615000000000002,0.875
1143,23744,2016,NonResidential,Small- and Mid-Sized Office,1430-1448 Elliott Ave W,1436 Elliott Ave W,WA,98119.0,MAGNOLIA / QUEEN ANNE,47.63128,-122.37387,Office,Office,,,,1940.0,1.0,2.0,20671.0,0.0,20671.0,20671.0,,,98.5,30.649999809999997,51.85,633265.0625,0.0,194845.0,438424.0,24.645000000000003,1.1749999999999998
1144,23757,2016,NonResidential,Warehouse,Tile for Less,2440 1st Ave S,WA,98134.0,GREATER DUWAMISH,47.58065,-122.33356,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,,1927.0,1.0,1.0,21600.0,0.0,21600.0,21600.0,,,56.0,23.65000019,50.300000765,511480.79689999996,0.0,262569.5,248917.0,15.05,0.67
1145,23762,2016,NonResidential,Worship Facility,Hillcrest Presbyterian Church,10404 34th Ave SW,WA,98146.0,SOUTHWEST,47.50959,-122.37416999999999,Worship Facility,Worship Facility,,,,1977.0,1.0,1.0,35844.0,0.0,35844.0,35844.0,,,9.0,28.30000038,88.850000765,1014322.6875,0.0,1014346.5,0.0,7.07,0.13
1146,23768,2016,NonResidential,Small- and Mid-Sized Office,Wallingford Plaza,4468 Stone Way N.,WA,98103.0,LAKE UNION,47.661159999999995,-122.34172,"Office, Parking, Retail Store",Office,Retail Store,Parking,201620152014,1916.0,1.0,3.0,31774.0,0.0,31774.0,19896.0,13941.0,0.0,84.0,49.350000765,144.15000305,1671098.125,0.0,1494273.0,176856.5,19.810000000000002,0.52
1147,23834,2016,NonResidential,Warehouse,South Seattle Business Park- Bldg A,4636 East Marginal Way South,WA,98134.0,GREATER DUWAMISH,47.561209999999996,-122.33872,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,,1953.0,1.0,1.0,26094.0,0.0,26094.0,26094.0,,,13.0,26.60000038,83.550000765,694351.90625,0.0,694366.0,0.0,4.84,0.13
1148,23835,2016,NonResidential,Small- and Mid-Sized Office,South Seattle Business Park - Bldg B,4636 East Marginal Way South,WA,98134.0,GREATER DUWAMISH,47.561209999999996,-122.33872,Office,Office,,,,1983.0,1.0,2.0,23687.0,0.0,23687.0,23687.0,,,77.0,34.94999962,109.75000155000001,827949.375,0.0,827961.5,0.0,5.77,0.19
1149,23836,2016,NonResidential,Small- and Mid-Sized Office,South Seattle Business Park - Bldg C,4634 East Marginal Way South,WA,98134.0,GREATER DUWAMISH,47.561209999999996,-122.33872,Office,Office,,,,1983.0,1.0,2.0,24221.0,0.0,24221.0,24221.0,,,15.5,61.94999962,194.45000305000002,1499871.375,0.0,1499904.0,0.0,10.455,0.29
1150,23846,2016,NonResidential,Small- and Mid-Sized Office,Diamond Building,3161 Elliott Avenue,WA,98121.0,DOWNTOWN,47.61833,-122.35871000000002,Office,Office,,,,1979.0,1.5,3.0,34030.0,0.0,34030.0,34030.0,,,49.5,51.500000764999996,149.24999695,1752911.9375,0.0,1549479.0,203465.5,21.605,0.535
1151,23854,2016,NonResidential,Restaurant,Pier 57,1301 Alaskan Way,WA,98101.0,DOWNTOWN,47.60613,-122.34115,Restaurant,Restaurant,,,,1900.0,1.0,1.0,43728.0,0.0,43728.0,43728.0,,,,254.2000061,277.0499939,11114801.5,0.0,213256.0,10901554.5,580.465,13.254999999999999
1152,23857,2016,NonResidential,Mixed Use Property,Pier 56,1201 Alaskan Way,WA,98101.0,DOWNTOWN,47.60546,-122.34091000000001,"Office, Parking, Retail Store",Office,Retail Store,Parking,,1900.0,1.0,2.0,53187.0,7041.5,46145.5,34550.0,23085.0,11465.0,42.5,87.500000765,274.65000610000004,5040750.5,0.0,5040847.0,0.0,35.14,0.44
1153,23858,2016,NonResidential,Small- and Mid-Sized Office,Pier 55,1101 Alaskan Way,WA,98101.0,DOWNTOWN,47.60546,-122.34091000000001,"Office, Retail Store",Office,Retail Store,,,1900.0,1.0,2.0,32027.0,0.0,32027.0,17526.0,14501.0,,63.5,111.75000075,222.19999695,3578828.125,0.0,1607451.0,1971406.0,115.905,3.525
1154,23861,2016,NonResidential,Small- and Mid-Sized Office,Commuter Center LLC,815 Western,WA,98105.0,DOWNTOWN,47.6032,-122.33663,"Office, Retail Store",Office,Retail Store,,,1906.0,1.0,3.0,32160.0,0.0,32160.0,35693.0,14219.0,,,54.700000380000006,171.8,2730742.0,0.0,2730797.0,0.0,19.035,0.415
1155,23863,2016,NonResidential,Other,William Booth Center,811 Maynard Ave S,WA,98134.0,GREATER DUWAMISH,47.595490000000005,-122.32538000000001,"Other - Lodging/Residential, Parking",Other - Lodging/Residential,Parking,,,1992.0,1.0,3.0,47836.0,7572.0,40264.0,43336.0,4500.0,,,80.39999847499999,166.80000155,3484279.875,0.0,1708039.5,1776276.0,106.245,2.145
1156,23867,2016,NonResidential,Small- and Mid-Sized Office,Airport Way,1700 Airport Way S,WA,98134.0,GREATER DUWAMISH,47.58802,-122.32111,"Non-Refrigerated Warehouse, Office",Office,Non-Refrigerated Warehouse,,,1914.0,1.0,3.0,34425.0,0.0,34425.0,34425.0,15536.0,,85.0,39.800000765,92.349998475,1988560.375,0.0,1208874.0,779711.0,49.84,1.37
1158,23888,2016,NonResidential,Medical Office,Swedish Health Services,3400 California Avenue SW,WA,98116.0,SOUTHWEST,47.572959999999995,-122.38643,"Medical Office, Parking",Medical Office,Parking,,,1984.0,1.0,3.0,40304.0,12000.0,28304.0,20106.0,16412.0,,6.0,96.449999235,302.84999389999996,1939273.75,0.0,1939313.0,0.0,13.515,0.23500000000000001
1159,23896,2016,NonResidential,Distribution Center,The Long Building,8230 5th Ave S,WA,98108.0,GREATER DUWAMISH,47.52878,-122.32771000000001,"Distribution Center, Office",Distribution Center,Office,,,1990.0,1.0,1.0,29619.0,0.0,29619.0,15000.0,14619.0,,65.0,34.00000038,69.5,1007379.375,0.0,478743.0,528645.0,31.415,1.03
1160,23906,2016,NonResidential,K-12 School,St. Mary Giddens School,604 20th Ave. S.,WA,98144.0,CENTRAL,47.596920000000004,-122.30601000000001,K-12 School,K-12 School,,,,1922.0,1.0,2.0,21592.0,0.0,21592.0,20700.0,,,45.0,71.949998475,124.85000155,1488634.5,0.0,488924.5,999720.5,56.505,2.565
1161,23910,2016,NonResidential,Small- and Mid-Sized Office,ifo and associates,1265 s main st,WA,98144.0,CENTRAL,47.599759999999996,-122.31441000000001,"Office, Retail Store",Office,Retail Store,,,1907.0,1.0,3.0,25200.0,0.0,25200.0,16000.0,8000.0,,48.5,71.000000765,178.85000155,1703597.625,0.0,1197832.5,505789.5,35.21,1.295
1163,23918,2016,NonResidential,Small- and Mid-Sized Office,CJ and J Pacific,1600 S Lane St,WA,98144.0,CENTRAL,47.59693,-122.31123999999998,Office,Office,,,,1963.0,1.0,2.0,28296.0,0.0,28296.0,26899.0,,,76.5,52.400000765,164.50000305,1408926.625,0.0,1408957.5,0.0,9.82,0.23500000000000001
1164,23928,2016,NonResidential,Small- and Mid-Sized Office,Planned Parenthood Western,2001 E Madison ST,WA,98122.0,CENTRAL,47.61744,-122.30514,"Medical Office, Office, Parking",Office,Medical Office,Parking,,1999.0,1.0,3.0,31357.0,0.0,31357.0,25500.0,5000.0,0.0,55.5,64.400000765,188.90000155,1964064.8125,0.0,1769892.5,194209.0,22.65,0.605
1165,23930,2016,NonResidential,Distribution Center,80,80 S Hudson Street,WA,98134.0,GREATER DUWAMISH,47.55945,-122.33601000000002,Distribution Center,Distribution Center,,,,1968.0,1.0,1.0,160000.0,0.0,160000.0,160000.0,,,91.5,8.1999999045,25.85000038,1317241.25,0.0,1317272.0,0.0,9.18,0.035
1166,23934,2016,NonResidential,Warehouse,Prologis Park Seattle 2,54 S. Dawson Street,WA,98134.0,GREATER DUWAMISH,47.55601,-122.33627,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,,1960.0,1.0,1.0,53550.0,0.0,53550.0,53550.0,,,13.0,80.099998475,143.1,4288548.75,0.0,1512719.5,2775860.5,157.97,2.8899999999999997
1167,23935,2016,NonResidential,Warehouse,Messenger Corp,37 South Hudson Street,WA,98134.0,GREATER DUWAMISH,47.557159999999996,-122.33743999999999,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,Office,,,1924.0,1.0,1.0,38412.0,0.0,38412.0,32000.0,8000.0,,54.5,41.450000380000006,67.300001525,1658900.5,0.0,453921.5,1204989.0,67.16,1.725
1168,23936,2016,NonResidential,Self-Storage Facility,OLD LIQUID CARBONIC CO,5021 COLORADO AVE S,WA,98134.0,GREATER DUWAMISH,47.55662,-122.33728,Self-Storage Facility,Self-Storage Facility,,,,1930.0,1.0,1.0,25881.0,0.0,25881.0,25881.0,,,,20.95000019,65.699998475,541283.6875,0.0,541295.0,0.0,3.77,0.105
1169,23951,2016,NonResidential,Small- and Mid-Sized Office,LONG Building Technologies,5300 Denver Ave S,WA,98108.0,GREATER DUWAMISH,47.55498,-122.32497,Office,Office,,,,1953.0,1.0,1.0,24291.0,0.0,24291.0,24023.0,,,91.5,27.34999962,58.84999962,659980.6875,0.0,348629.0,311359.5,18.97,0.75
1170,23952,2016,NonResidential,Warehouse,NWCP-SEA Bldg D,600 S. Brandon Street,WA,98108.0,GREATER DUWAMISH,47.55458,-122.32638999999999,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,,1966.0,1.0,1.0,36544.0,0.0,36544.0,36544.0,,,4.5,35.200000380000006,110.54999925000001,1286547.375,0.0,1286574.0,0.0,8.969999999999999,0.16999999999999998
1171,23956,2016,NonResidential,K-12 School,St. Catherine School,8524 8th Ave. NE,WA,98115.0,NORTH,47.69061,-122.31992,K-12 School,K-12 School,,,,1931.0,1.0,2.0,23923.0,0.0,23923.0,23923.0,,,70.5,35.10000038,77.800000765,839099.25,0.0,469165.0,369943.0,22.92,0.9199999999999999
1172,23958,2016,NonResidential,Warehouse,2100 Airport Way LLC,2100 Airport Way South,WA,98134.0,GREATER DUWAMISH,47.583870000000005,-122.32092,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,,1949.0,1.0,1.0,20796.0,0.0,20796.0,20796.0,,,,56.00000038,100.09999845,1164435.5625,0.0,411076.5,753367.5,42.879999999999995,2.02
1173,23960,2016,NonResidential,Distribution Center,Terminal Leasing,2326 Airport Way S,WA,98134.0,GREATER DUWAMISH,47.5822,-122.321,"Distribution Center, Office",Distribution Center,Office,,,1947.0,1.0,1.0,21349.0,0.0,21349.0,13000.0,8349.0,,67.5,31.799999810000003,73.199999235,678969.4375,0.0,406897.5,272081.0,17.285,0.77
1174,23963,2016,NonResidential,Warehouse,Bayview Building,923 S. Bayview St.,WA,98134.0,GREATER DUWAMISH,47.58082,-122.32031,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,,1936.0,1.0,1.0,38630.0,0.0,38630.0,38500.0,,,32.0,10.900000095,34.2,419509.29689999996,0.0,419518.5,0.0,2.925,0.055
1175,23964,2016,NonResidential,Warehouse,Phelps Tire Co,2520 Airport Way S,WA,98134.0,GREATER DUWAMISH,47.58032,-122.32083,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,Office,,,1950.0,1.0,1.0,20724.0,0.0,20724.0,19224.0,1500.0,,,88.40000153,123.40000149999999,1832031.5,0.0,303491.0,1528541.0,83.3,4.02
1176,23969,2016,NonResidential,Other,"MacDonald Meat Company, LLC",2709 Airport Way South,WA,98134.0,GREATER DUWAMISH,47.5793,-122.32226000000001,"Manufacturing/Industrial Plant, Parking",Manufacturing/Industrial Plant,Parking,,,1960.0,1.0,1.0,24109.0,0.0,24109.0,24109.0,0.0,,,196.29999694999998,616.3999939,4732922.75,0.0,4733020.0,0.0,32.995000000000005,0.9450000000000001
1177,23971,2016,NonResidential,Refrigerated Warehouse,Airport Way,2415 Airport Way South,WA,98134.0,GREATER DUWAMISH,47.581179999999996,-122.32211000000001,"Office, Refrigerated Warehouse",Refrigerated Warehouse,Office,,,1955.0,1.0,1.0,25375.0,0.0,25375.0,23419.0,2266.0,,,153.44999695,481.9,3941945.75,0.0,3942024.0,0.0,27.48,0.76
1178,23975,2016,Nonresidential COS,Warehouse,Airport Way Ctr - Bldg D,2203 Airport Way S,WA,98134.0,GREATER DUWAMISH,47.5829,-122.32417,"Non-Refrigerated Warehouse, Other",Non-Refrigerated Warehouse,Other,,,1985.0,1.0,1.0,22803.0,0.0,22803.0,19373.0,3430.0,,79.5,30.5,69.549999235,695353.25,0.0,409291.0,286070.5,18.05,0.75
1179,23976,2016,Nonresidential COS,Mixed Use Property,Airport Way Ctr - Bldg E,2203 Airport Way S,WA,98134.0,GREATER DUWAMISH,47.5829,-122.32417,"Office, Other - Public Services",Office,Other - Public Services,,,1985.0,1.0,1.0,23100.0,0.0,23100.0,11550.0,11550.0,,,184.19999845,333.09999389999996,4254539.0,0.0,1544129.5,2710441.0,154.715,6.555
